Loc_name,Status,Score,Match_type,Match_addr,Addr_type,City,Postal,Country,Distance,X,Y,idm,year,rank_1,company_na,address,address2,city_1,zip,industry,foundingye,revenue,employees,growth,high,county,state_name,county_nam,state_code,cbsa,metro,full_name,FID_2,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON, , 
USA.Postal,M,100,A,"02452, Waltham, Massachusetts",Postal,Waltham,2452,USA,0,-71.218452,42.395115,20080887,2008,884,Comfortsource.com,P.O.Box 550156, ,Waltham,2452,Retail,2003,7985257,0,4.0905,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",607,25,17,369000,25017369000,3690,Census Tract 3690,G5020,S,2862062,17552,42.3927207,-71.213532, , 
USA.StreetAddress,M,100,A,"75 Sidney St, Cambridge, Massachusetts, 02139",StreetAddress,Cambridge,2139,USA,0,-71.101745,42.361078,20101696,2010,1694,AVEO Pharmaceuticals,75 Sidney Street, ,Cambridge,2139,Health,2001,20719000,134,1.662,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",608,25,17,353200,25017353200,3532,Census Tract 3532,G5020,S,514215,2953,42.3584986,-71.1057832, , 
USA.PointAddress,M,100,A,"314 Main St, Wilmington, Massachusetts, 01887",PointAddress,Wilmington,1887,USA,0,-71.17729,42.551032,20131967,2013,1969,M.J. Scully & Co.,314 Main Street,Suite 201,Wilmington,1887,Construction,1991,7204806,18,1.9204,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",609,25,17,331200,25017331200,3312,Census Tract 3312,G5020,S,6343473,145974,42.571452,-71.1796455, , 
USA.PointAddress,M,100,A,"46 Jonspin Rd, Wilmington, Massachusetts, 01887",PointAddress,Wilmington,1887,USA,0,-71.152761,42.597643,20090025,2009,25,Ahura Scientific,46 Jonspin Road,N/A,Wilmington,1887,Security,2002,46191000,148,45.648,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",610,25,17,331101,25017331101,3311.01,Census Tract 3311.01,G5020,S,11169946,80006,42.5855779,-71.1540069, , 
USA.PointAddress,M,100,A,"330 Ballardvale St, Wilmington, Massachusetts, 01887",PointAddress,Wilmington,1887,USA,0,-71.162407,42.60053,20101745,2010,1743,Goodwives Hors d'oeuvres,330 Ballardvale Street, ,Wilmington,1887,Food & Beverage,1979,10904861,195,1.584,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",610,25,17,331101,25017331101,3311.01,Census Tract 3311.01,G5020,S,11169946,80006,42.5855779,-71.1540069, , 
USA.PointAddress,M,100,A,"330 Ballardvale St, Wilmington, Massachusetts, 01887",PointAddress,Wilmington,1887,USA,0,-71.162407,42.60053,20090111,2009,111,Innovative Foods,330 Ballardvale Street,N/A,Wilmington,1887,Food & Beverage,2003,9908178,186,14.637,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",610,25,17,331101,25017331101,3311.01,Census Tract 3311.01,G5020,S,11169946,80006,42.5855779,-71.1540069, , 
USA.StreetAddress,M,100,A,"12 Arrow St, Cambridge, Massachusetts, 02138",StreetAddress,Cambridge,2138,USA,0,-71.114252,42.370963,20092831,2009,2832,PJA Advertising + Marketing,12 Arrow St.,N/A,Cambridge,2138,Advertising & Marketing,1988,11588000,56,1.004,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",616,25,17,353900,25017353900,3539,Census Tract 3539,G5020,S,323192,67863,42.3662691,-71.1162109, , 
USA.PointAddress,M,100,A,"465 Waverley Oaks Rd, Waltham, Massachusetts, 02452",PointAddress,Waltham,2452,USA,0,-71.200311,42.388354,20152009,2015,2009,Affectiva,465 Waverley Oaks Road,Suite 320,Waltham,2452,Software,2009,5552530,25,1.965,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",619,25,17,369100,25017369100,3691,Census Tract 3691,G5020,S,2538996,13218,42.3841027,-71.2077358, , 
USA.PointAddress,M,100,A,"411 Waverley Oaks Rd, Waltham, Massachusetts, 02452",PointAddress,Waltham,2452,USA,0,-71.203301,42.387173,20143206,2014,3206,McGeough Lamacchia Realty,411 Waverley Oaks Road,Bldg 3 Ste 311,Waltham,2452,Real Estate,2005,3993440,30,1.0852,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",619,25,17,369100,25017369100,3691,Census Tract 3691,G5020,S,2538996,13218,42.3841027,-71.2077358, , 
USA.PointAddress,M,100,A,"271 Waverley Oaks Rd, Waltham, Massachusetts, 02452",PointAddress,Waltham,2452,USA,0,-71.208367,42.384554,20101210,2010,1208,NWN,271 Waverley Oaks Road, ,Waltham,2452,IT Services,2000,209300000,0,2.47,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",619,25,17,369100,25017369100,3691,Census Tract 3691,G5020,S,2538996,13218,42.3841027,-71.2077358, , 
USA.StreetAddress,M,100,A,"307 Waverley Oaks Rd, Waltham, Massachusetts, 02452",StreetAddress,Waltham,2452,USA,0,-71.207045,42.385308,20122936,2012,2935,Pro Teck Valuation Services,307 Waverley Oaks Rd,Suite 305,Waltham,2452,Real Estate,1977,44653000,195,0.752,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",619,25,17,369100,25017369100,3691,Census Tract 3691,G5020,S,2538996,13218,42.3841027,-71.2077358, , 
USA.PointAddress,M,100,A,"411 Waverley Oaks Rd, Waltham, Massachusetts, 02452",PointAddress,Waltham,2452,USA,0,-71.203301,42.387173,20090854,2009,855,Pro-Teck Services,411 Waverley Oaks Road,Suite 321,Waltham,2452,Real Estate,1977,25482104,116,3.51,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",619,25,17,369100,25017369100,3691,Census Tract 3691,G5020,S,2538996,13218,42.3841027,-71.2077358, , 
USA.StreetAddress,M,100,A,"307 Waverley Oaks Rd, Waltham, Massachusetts, 02452",StreetAddress,Waltham,2452,USA,0,-71.207045,42.385308,20081957,2008,1952,ZoomInfo,307 Waverley Oaks Road, ,Waltham,2452,Business Products & Services,2002,13939616,75,1.9034,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",619,25,17,369100,25017369100,3691,Census Tract 3691,G5020,S,2538996,13218,42.3841027,-71.2077358, , 
USA.StreetAddress,M,100,A,"1 Jewel Dr, Wilmington, Massachusetts, 01887",StreetAddress,Wilmington,1887,USA,0,-71.157082,42.527843,20131706,2013,1708,Trinity Building & Construction Management,One Jewel Drive,Suite 322,Wilmington,1887,Construction,2005,40058000,29,2.2723,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",621,25,17,331300,25017331300,3313,Census Tract 3313,G5020,S,12930037,149187,42.5421191,-71.1841949, , 
USA.PointAddress,M,100,A,"4 Short St, Burlington, Massachusetts, 01803",PointAddress,Burlington,1803,USA,0,-71.222711,42.521725,20081521,2008,1517,Moonrock Paper Company,4 Short Street, ,Burlington,1803,Consumer Products & Services,2001,2201986,3,2.4876,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",623,25,17,332300,25017332300,3323,Census Tract 3323,G5020,S,5948139,4701,42.508472,-71.2159455, , 
USA.Postal,M,100,A,"01803, Burlington, Massachusetts",Postal,Burlington,1803,USA,0,-71.200811,42.505539,20102677,2010,2675,S4,8 NE Executive Park, ,Burlington,1803,Government Services,1996,17075534,102,0.865,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",623,25,17,332300,25017332300,3323,Census Tract 3323,G5020,S,5948139,4701,42.508472,-71.2159455, , 
USA.StreetAddress,M,100,A,"65 Network Dr, Burlington, Massachusetts, 01803",StreetAddress,Burlington,1803,USA,0,-71.231528,42.496781,20131051,2013,1053,Veracode,65 Network Drive, ,Burlington,1803,Software,2006,29410584,205,4.0411,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",623,25,17,332300,25017332300,3323,Census Tract 3323,G5020,S,5948139,4701,42.508472,-71.2159455, , 
USA.StreetAddress,M,100,M,"625 Mt Auburn St, Cambridge, Massachusetts, 02138",StreetAddress,Cambridge,2138,USA,0,-71.146644,42.375187,20142414,2014,2414,Medullan,625 Mount Auburn St, ,Cambridge,2138,Health,2005,8279423,61,1.5928,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",625,25,17,354300,25017354300,3543,Census Tract 3543,G5020,S,1233689,655856,42.3830878,-71.1471164, , 
USA.StreetAddress,M,100,M,"300 Tradecenter, Woburn, Massachusetts, 01801",StreetAddress,Woburn,1801,USA,0,-71.162146,42.500047,20102139,2010,2137,Acronis,"300 TradeCenter, #6700", ,Woburn,1801,Software,2002,112100000,621,1.217,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",629,25,17,333600,25017333600,3336,Census Tract 3336,G5020,S,8883137,150939,42.5088614,-71.1500638, , 
USA.PointAddress,M,100,A,"15 Cabot Rd, Woburn, Massachusetts, 01801",PointAddress,Woburn,1801,USA,0,-71.135496,42.509357,20092976,2009,2977,Agiltron,15 Cabot Road,N/A,Woburn,1801,Engineering,2001,12274164,79,0.933,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",629,25,17,333600,25017333600,3336,Census Tract 3336,G5020,S,8883137,150939,42.5088614,-71.1500638, , 
USA.StreetAddress,M,100,A,"12 Gill St, Woburn, Massachusetts, 01801",StreetAddress,Woburn,1801,USA,0,-71.147546,42.510399,20081484,2008,1480,BioTrove,12 Gill Street,Suite 4000,Woburn,1801,Health,2000,4783582,0,2.5547,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",629,25,17,333600,25017333600,3336,Census Tract 3336,G5020,S,8883137,150939,42.5088614,-71.1500638, , 
USA.PointAddress,M,100,A,"444 Washington St, Woburn, Massachusetts, 01801",PointAddress,Woburn,1801,USA,0,-71.126485,42.50528,20150553,2015,553,Carlson Management Consulting,"444 Washington Street, Suite 504", ,Woburn,1801,IT Services,2010,2128054,10,8.354,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",629,25,17,333600,25017333600,3336,Census Tract 3336,G5020,S,8883137,150939,42.5088614,-71.1500638, , 
USA.PointAddress,M,100,A,"22 6th Rd, Woburn, Massachusetts, 01801",PointAddress,Woburn,1801,USA,0,-71.147291,42.511043,20092560,2009,2561,Chiller Technology,22 Sixth Road, ,Woburn,1801,Construction,2001,3061085,14,1.164,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",629,25,17,333600,25017333600,3336,Census Tract 3336,G5020,S,8883137,150939,42.5088614,-71.1500638, , 
USA.StreetAddress,M,100,A,"19 Wheeling Ave, Woburn, Massachusetts, 01801",StreetAddress,Woburn,1801,USA,0,-71.137749,42.499926,20120981,2012,981,Fusion Optix,19 Wheeling Avenue, ,Woburn,1801,Manufacturing,2003,2740000,15,3.248,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",629,25,17,333600,25017333600,3336,Census Tract 3336,G5020,S,8883137,150939,42.5088614,-71.1500638, , 
USA.PointAddress,M,100,A,"100 Sylvan Rd, Woburn, Massachusetts, 01801",PointAddress,Woburn,1801,USA,0,-71.162846,42.498977,20142861,2014,2861,HealthcareSource,100 Sylvan Road,Suite 100,Woburn,1801,Health,2000,40210000,211,1.2852,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",629,25,17,333600,25017333600,3336,Census Tract 3336,G5020,S,8883137,150939,42.5088614,-71.1500638, , 
USA.StreetAddress,M,100,A,"10 Gill St, Woburn, Massachusetts, 01801",StreetAddress,Woburn,1801,USA,0,-71.147552,42.510407,20080914,2008,911,"KaZaK Composites, Inc.",10F Gill Street, ,Woburn,1801,Manufacturing,1992,18115319,40,3.9583,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",629,25,17,333600,25017333600,3336,Census Tract 3336,G5020,S,8883137,150939,42.5088614,-71.1500638, , 
USA.StreetAddress,M,100,A,"53 Commerce Way, Woburn, Massachusetts, 01801",StreetAddress,Woburn,1801,USA,0,-71.132251,42.509621,20100488,2010,486,LoyaltyExpress,53 Commerce Way, ,Woburn,1801,Advertising & Marketing,2004,5216802,25,6.138,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",629,25,17,333600,25017333600,3336,Census Tract 3336,G5020,S,8883137,150939,42.5088614,-71.1500638, , 
USA.PointAddress,M,100,A,"15 Commonwealth Ave, Woburn, Massachusetts, 01801",PointAddress,Woburn,1801,USA,0,-71.132062,42.513737,20112098,2011,2098,Neighborhood Diabetes,15 Commonwealth Avenue, ,Woburn,1801,Health,1998,59717398,203,1.199868,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",629,25,17,333600,25017333600,3336,Census Tract 3336,G5020,S,8883137,150939,42.5088614,-71.1500638, , 
USA.PointAddress,M,100,A,"120 Presidential Way, Woburn, Massachusetts, 01801",PointAddress,Woburn,1801,USA,0,-71.138478,42.52492,20132056,2013,2058,Solution IT,120 Presidential Way,Suite 340,Woburn,1801,IT Services,2007,8501325,100,1.8163,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",629,25,17,333600,25017333600,3336,Census Tract 3336,G5020,S,8883137,150939,42.5088614,-71.1500638, , 
USA.PointAddress,M,100,A,"39 Industrial Pkwy, Woburn, Massachusetts, 01801",PointAddress,Woburn,1801,USA,0,-71.143492,42.505896,20143920,2014,3920,U.S. Pavement Services,39 Industrial Parkway, ,Woburn,1801,Construction,1989,38357400,125,0.777,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",629,25,17,333600,25017333600,3336,Census Tract 3336,G5020,S,8883137,150939,42.5088614,-71.1500638, , 
USA.PointAddress,M,100,A,"76 Holton St, Woburn, Massachusetts, 01801",PointAddress,Woburn,1801,USA,0,-71.134127,42.4705,20082541,2008,2535,Collegeboxes LLC,76 Holton St., ,Woburn,1801,Logistics & Transportation,2000,2016000,14,1.4466,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",630,25,17,333400,25017333400,3334,Census Tract 3334,G5020,S,4872536,70059,42.4845479,-71.132032, , 
USA.PointAddress,M,100,A,"600 Unicorn Park Dr, Woburn, Massachusetts, 01801",PointAddress,Woburn,1801,USA,0,-71.115899,42.48629,20121112,2012,1112,Mansfield Sales Partners,600 Unicorn Park Drive,2nd floor,Woburn,1801,Business Products & Services,2006,3477250,28,2.851,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",630,25,17,333400,25017333400,3334,Census Tract 3334,G5020,S,4872536,70059,42.4845479,-71.132032, , 
USA.PointAddress,M,100,A,"200 Unicorn Park Dr, Woburn, Massachusetts, 01801",PointAddress,Woburn,1801,USA,0,-71.114173,42.481985,20090455,2009,456,Orbis Clinical,200 Unicorn Park Drive,N/A,Woburn,1801,Health,2004,9050613,67,5.669,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",630,25,17,333400,25017333400,3334,Census Tract 3334,G5020,S,4872536,70059,42.4845479,-71.132032, , 
USA.PointAddress,M,100,A,"84 Sherman St, Cambridge, Massachusetts, 02140",PointAddress,Cambridge,2140,USA,0,-71.132325,42.388249,20141912,2014,1912,MedTouch,84 Sherman St,84 Sherman St,Cambridge,2140,Health,2004,8193892,50,2.1423,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",636,25,17,354600,25017354600,3546,Census Tract 3546,G5020,S,1491719,6670,42.3902981,-71.1404568, , 
USA.StreetAddress,M,100,A,"100 Talcott Ave, Watertown, Massachusetts, 02472",StreetAddress,Watertown,2472,USA,0,-71.16314,42.363072,20091029,2009,1030,Communispace,100 Talcott Ave,N/A,Watertown,2472,Advertising & Marketing,1999,30635000,207,2.987,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",637,25,17,370300,25017370300,3703,Census Tract 3703,G5020,S,2852945,77914,42.3663618,-71.1514459, , 
USA.StreetAddress,M,100,A,"180 Mass Ave, Arlington, Massachusetts, 02474",StreetAddress,Arlington,2474,USA,0,-71.141832,42.405396,20133005,2013,3007,Leader Bank,180 Massachusetts Ave, ,Arlington,2474,Financial Services,2002,50148000,204,1.1185,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",640,25,17,356100,25017356100,3561,Census Tract 3561,G5020,S,722661,5670,42.4026607,-71.1456523, , 
USA.PointAddress,M,100,A,"100 Quannapowitt Pkwy, Wakefield, Massachusetts, 01880",PointAddress,Wakefield,1880,USA,0,-71.086308,42.519854,20102775,2010,2773,Picis,100 Quannapowitt Parkway, ,Wakefield,1880,Health,1994,121800000,638,0.818,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",641,25,17,335100,25017335100,3351,Census Tract 3351,G5020,S,4122889,1033872,42.5224582,-71.0774027, , 
USA.StreetAddress,M,100,A,"146 Lowell St, Wakefield, Massachusetts, 01880",StreetAddress,Wakefield,1880,USA,0,-71.078225,42.523093,20130703,2013,705,QMS,146 Lowell Street,Suite 300B,Wakefield,1880,IT Services,2009,9258998,50,6.4869,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",641,25,17,335100,25017335100,3351,Census Tract 3351,G5020,S,4122889,1033872,42.5224582,-71.0774027, , 
USA.StreetAddress,M,100,A,"146 Lowell St, Wakefield, Massachusetts, 01880",StreetAddress,Wakefield,1880,USA,0,-71.078225,42.523093,20152822,2015,2822,Quality Management Solutions,146 Lowell Street,Suite 300B,Wakefield,1880,IT Services,2010,21814554,75,1.2754,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",641,25,17,335100,25017335100,3351,Census Tract 3351,G5020,S,4122889,1033872,42.5224582,-71.0774027, , 
USA.StreetAddress,M,100,A,"310 North Ave, Wakefield, Massachusetts, 01880",StreetAddress,Wakefield,1880,USA,0,-71.076849,42.503853,20142645,2014,2645,Tenon Tours,310 North Ave.,2nd Floor,Wakefield,1880,Travel & Hospitality,2007,2843038,16,1.4173,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",641,25,17,335100,25017335100,3351,Census Tract 3351,G5020,S,4122889,1033872,42.5224582,-71.0774027, , 
USA.PointAddress,M,100,A,"599 North Ave, Wakefield, Massachusetts, 01880",PointAddress,Wakefield,1880,USA,0,-71.08679,42.514852,20091515,2009,1516,Treeline,"599 North Avenue, Building 6",N/A,Wakefield,1880,Business Products & Services,2001,2013340,18,2.104,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",641,25,17,335100,25017335100,3351,Census Tract 3351,G5020,S,4122889,1033872,42.5224582,-71.0774027, , 
USA.PointAddress,M,100,A,"599 North Ave, Wakefield, Massachusetts, 01880",PointAddress,Wakefield,1880,USA,0,-71.08679,42.514852,20080688,2008,686,"Treeline, Inc.","599 North Avenue, Building 6", ,Wakefield,1880,Human Resources,2001,2412690,0,4.9367,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",641,25,17,335100,25017335100,3351,Census Tract 3351,G5020,S,4122889,1033872,42.5224582,-71.0774027, , 
USA.StreetAddress,M,100,A,"1 Gateway Ctr, Newton, Massachusetts, 02458",StreetAddress,Newton,2458,USA,0,-71.186119,42.357036,20151069,2015,1069,inSegment,One Gateway Center,300 Washington Street,Newton,2458,Advertising & Marketing,2007,5422815,45,4.0378,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",647,25,17,373100,25017373100,3731,Census Tract 3731,G5020,S,1655248,68991,42.3557326,-71.1844188, , 
USA.StreetAddress,M,100,A,"1 Gateway Ctr, Newton, Massachusetts, 02458",StreetAddress,Newton,2458,USA,0,-71.186119,42.357036,20083512,2008,3507,"IPTRADE, Inc.",1 Gateway Center,Suite 601,Newton,2458,Manufacturing,2002,2236211,10,0.9363,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",647,25,17,373100,25017373100,3731,Census Tract 3731,G5020,S,1655248,68991,42.3557326,-71.1844188, , 
USA.StreetAddress,M,100,A,"275 Washington St, Newton, Massachusetts, 02458",StreetAddress,Newton,2458,USA,0,-71.185785,42.357179,20131978,2013,1980,Neolane,275 Washington Street,Third Floor,Newton,2458,Software,2001,57681066,282,1.898,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",647,25,17,373100,25017373100,3731,Census Tract 3731,G5020,S,1655248,68991,42.3557326,-71.1844188, , 
USA.PointAddress,M,100,A,"1337 Massachusetts Ave, Arlington, Massachusetts, 02476",PointAddress,Arlington,2476,USA,0,-71.183228,42.424357,20153884,2015,3884,GiftBasketsOverseas.com,1337 Massachusetts Ave,Suite 144,Arlington,2476,Food & Beverage,2007,3436804,23,0.7713,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",659,25,17,356500,25017356500,3565,Census Tract 3565,G5020,S,2263355,43442,42.4242961,-71.1853749, , 
USA.PointAddress,M,100,A,"1167 Massachusetts Ave, Arlington, Massachusetts, 02476",PointAddress,Arlington,2476,USA,0,-71.174464,42.423234,20091780,2009,1781,Glance Networks,1167 Massachusetts Ave., ,Arlington,2476,Software,2001,5763992,12,1.782,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",660,25,17,356601,25017356601,3566.01,Census Tract 3566.01,G5020,S,1301270,0,42.4186038,-71.1730936, , 
USA.PointAddress,M,100,A,"101 Phoenix Ave, Lowell, Massachusetts, 01852",PointAddress,Lowell,1852,USA,0,-71.279487,42.628211,20101738,2010,1736,Plenus Group,101 Phoenix Ave, ,Lowell,1852,Food & Beverage,2002,8782539,43,1.597,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",665,25,17,312300,25017312300,3123,Census Tract 3123,G5020,S,3220113,71573,42.6249396,-71.2886299, , 
USA.StreetAddress,M,100,A,"440 Main St, Stoneham, Massachusetts, 02180",StreetAddress,Stoneham,2180,USA,0,-71.100348,42.477655,20152502,2015,2502,Integrity Services,440 Main Street,Suite 6,Stoneham,2180,Business Products & Services,2008,9246822,225,1.4969,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",676,25,17,337300,25017337300,3373,Census Tract 3373,G5020,S,4032033,326952,42.4609741,-71.1022801, , 
USA.StreetAddress,M,100,A,"12 Waltham St, Lexington, Massachusetts, 02421",StreetAddress,Lexington,2421,USA,0,-71.227324,42.447104,20133503,2013,3504,Lexington Wealth Management,12 Waltham Street, ,Lexington,2421,Financial Services,2000,3691265,13,0.8745,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",690,25,17,358400,25017358400,3584,Census Tract 3584,G5020,S,7029845,379109,42.4377302,-71.2455161, , 
USA.StreetAddress,M,100,A,"18 Hartwell Ave, Lexington, Massachusetts, 02421",StreetAddress,Lexington,2421,USA,0,-71.25367,42.475043,20133179,2013,3181,Daymark Solutions,18 Hartwell Ave,18 Hartwell Avenue,Lexington,2421,IT Services,2001,29471439,40,1.024,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",706,25,17,358600,25017358600,3586,Census Tract 3586,G5020,S,8720670,11686,42.4579056,-71.2500166, , 
USA.PointAddress,M,100,A,"10 Maguire Rd, Lexington, Massachusetts, 02421",PointAddress,Lexington,2421,USA,0,-71.261199,42.472405,20081841,2008,1836,Gomez,10 Maguire Road,Suite 330,Lexington,2421,IT Services,2001,32628000,220,2.0519,1,25017,MA,Middlesex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",706,25,17,358600,25017358600,3586,Census Tract 3586,G5020,S,8720670,11686,42.4579056,-71.2500166, , 
